name;female;birthdate;birthplace;link
Larry Parks;False;13/12/1914;['Olathe, Kansas', ', U.S.'];https://en.wikipedia.org/wiki/Larry_Parks
Henry O'Neill;False;1891-08-10;['Orange, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Henry_O%27Neill
William Demarest;False;1892-02-27;['Saint Paul, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/William_Demarest
Spring Byington;True;1886-10-17;['Colorado Springs, Colorado', ', U.S.'];https://en.wikipedia.org/wiki/Spring_Byington
Dorothy Provine;True;20/1/1935;['Deadwood, South Dakota', ', U.S.'];https://en.wikipedia.org/wiki/Dorothy_Provine
Bill Goodwin;False;28/7/1910;['San Francisco, California', ', U.S.'];https://en.wikipedia.org/wiki/Bill_Goodwin
Kirby Howell-Baptiste;True;7/2/1987;['London', ', England'];https://en.wikipedia.org/wiki/Kirby_Howell-Baptiste
Jimmy Durante;False;1893-02-10;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Jimmy_Durante
Richard Greene;False;25/8/1918;['Plymouth', ', England'];https://en.wikipedia.org/wiki/Richard_Greene
Tony Goldwyn;False;20/5/1960;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Tony_Goldwyn
Angie Cepeda;True;2/8/1974;['Cartagena de Indias', ', ', 'Colombia'];https://en.wikipedia.org/wiki/Angie_Cepeda
Kodi Smit-McPhee;False;13/6/1996;['Adelaide', ', Australia'];https://en.wikipedia.org/wiki/Kodi_Smit-McPhee
Paul Walter Hauser;False;15/10/1986;['Saginaw, Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Walter_Hauser
John Leguizamo;False;22/7/1960;['Bogotá', ', Colombia'];https://en.wikipedia.org/wiki/John_Leguizamo
John Boles (actor);False;1895-10-28;['Greenville, Texas', ', U.S.'];https://en.wikipedia.org/wiki/John_Boles_(actor)
Paul Whiteman;False;1890-03-28;[];https://en.wikipedia.org/wiki/Paul_Whiteman
Saniyya Sidney;True;30/10/2006;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Saniyya_Sidney
Aunjanue Ellis;True;21/2/1969;['San Francisco', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Aunjanue_Ellis
Martin Benson (actor);False;10/8/1918;['London, England'];https://en.wikipedia.org/wiki/Martin_Benson_(actor)
Laura La Plante;True;1/11/1904;['St. Louis', ', Missouri, U.S.'];https://en.wikipedia.org/wiki/Laura_La_Plante
Stewart Granger;False;6/5/1913;['Kensington', ', London, England'];https://en.wikipedia.org/wiki/Stewart_Granger
William Shatner;False;22/3/1931;['Notre-Dame-de-Grâce', ', ', 'Montreal', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/William_Shatner
Edward Binns;False;12/9/1916;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Edward_Binns
Jeanie Lang;True;;[];https://en.wikipedia.org/wiki/Jeanie_Lang
Dennis Morgan;False;20/12/1908;['Prentice, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/Dennis_Morgan
Richard Carlson (actor);False;29/4/1912;['Albert Lea, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Carlson_(actor)
Kenneth MacKenna;False;1899-08-19;['Canterbury, New Hampshire', ', U.S.'];https://en.wikipedia.org/wiki/Kenneth_MacKenna
Jeanette Loff;True;9/10/1906;['Orofino, Idaho', ', U.S.'];https://en.wikipedia.org/wiki/Jeanette_Loff
Chang Chen;False;14/10/1976;['Taipei', ', ', 'Taiwan'];https://en.wikipedia.org/wiki/Chang_Chen
Colin Morgan;False;1/1/1986;['Armagh', ', Northern Ireland'];https://en.wikipedia.org/wiki/Colin_Morgan
Al Rinker;False;20/12/1907;[];https://en.wikipedia.org/wiki/Al_Rinker
Harry Barris;False;25/11/1905;[];https://en.wikipedia.org/wiki/Harry_Barris
Thor Heyerdahl;False;6/10/1914;['Larvik', ', Norway'];https://en.wikipedia.org/wiki/Thor_Heyerdahl
Rita Moreno;True;11/12/1931;['Humacao', ', ', 'Puerto Rico'];https://en.wikipedia.org/wiki/Rita_Moreno
William T. Kent;False;1886-04-29;['St. Paul, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/William_T._Kent
Olivia Cooke;True;27/12/1993;['Oldham', ', England'];https://en.wikipedia.org/wiki/Olivia_Cooke
Riz Ahmed;False;1/12/1982;['Wembley', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Riz_Ahmed
Jesse Plemons;False;2/4/1988;['Dallas, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Jesse_Plemons
Naomie Harris;True;6/9/1976;['London, England'];https://en.wikipedia.org/wiki/Naomie_Harris
Paul Raci;False;7/4/1948;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Raci
Lauren Ridloff;True;6/4/1978;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Lauren_Ridloff
Joel Fry (actor);False;;['London', ', England'];https://en.wikipedia.org/wiki/Joel_Fry_(actor)
Giulietta Masina;True;22/2/1921;['San Giorgio di Piano', ', ', 'Kingdom of Italy'];https://en.wikipedia.org/wiki/Giulietta_Masina
María Cecilia Botero;True;13/5/1955;['Medellin', ', ', 'Antioquia', ', Colombia'];https://en.wikipedia.org/wiki/Mar%C3%ADa_Cecilia_Botero
Stephanie Beatriz;True;10/2/1981;['Neuquén', ', Argentina'];https://en.wikipedia.org/wiki/Stephanie_Beatriz
Robert Young (actor);False;22/2/1907;['Chicago', ', Illinois, U.S.'];https://en.wikipedia.org/wiki/Robert_Young_(actor)
Gene Tierney;True;19/11/1920;['Brooklyn', ', ', 'New York City', ', NY, U.S.'];https://en.wikipedia.org/wiki/Gene_Tierney
Ciarán Hinds;False;9/2/1953;['Belfast', ', ', 'Northern Ireland'];https://en.wikipedia.org/wiki/Ciar%C3%A1n_Hinds
Mike Faist;False;5/1/1992;['Gahanna, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Mike_Faist
Anita Ekberg;True;29/9/1931;['Malmö', ', Sweden'];https://en.wikipedia.org/wiki/Anita_Ekberg
Zendaya;True;1/9/1996;['Oakland, California', ', U.S.'];https://en.wikipedia.org/wiki/Zendaya
John Carroll (actor);False;17/7/1906;['New Orleans', ', ', 'Louisiana', ', U.S.'];https://en.wikipedia.org/wiki/John_Carroll_(actor)
Berry Brothers;False;;[];https://en.wikipedia.org/wiki/Berry_Brothers
Alain Cuny;False;12/7/1908;['Saint-Malo', ', ', 'Brittany', ', France'];https://en.wikipedia.org/wiki/Alain_Cuny
Vincent Price;False;27/5/1911;['St. Louis', ', Missouri, U.S.'];https://en.wikipedia.org/wiki/Vincent_Price
Yvonne Furneaux;True;11/5/1928;['Roubaix', ', ', 'Nord-Pas-de-Calais', ', France'];https://en.wikipedia.org/wiki/Yvonne_Furneaux
Evelyn Brent;True;1895-10-20;['Tampa, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Evelyn_Brent
Annibale Ninchi;False;;['Bologna', ', Italy'];https://en.wikipedia.org/wiki/Annibale_Ninchi
John Dehner;False;23/11/1915;['Staten Island, New York', ', U.S.'];https://en.wikipedia.org/wiki/John_Dehner
Judith Anderson;True;1897-02-10;['Adelaide', ', ', 'Colony of South Australia'];https://en.wikipedia.org/wiki/Judith_Anderson
Emil Jannings;False;1884-07-23;['Rorschach, Switzerland'];https://en.wikipedia.org/wiki/Emil_Jannings
Stanley Holloway;False;;[];https://en.wikipedia.org/wiki/Stanley_Holloway
Lex Barker;False;8/5/1919;['Rye, New York', ', U.S.'];https://en.wikipedia.org/wiki/Lex_Barker
Clifton Webb;False;1889-11-19;['Indianapolis', ', Indiana, U.S.'];https://en.wikipedia.org/wiki/Clifton_Webb
Masaki Okada;False;15/8/1989;['Tokyo', ', ', 'Japan'];https://en.wikipedia.org/wiki/Masaki_Okada
Kay Kendall;True;21/5/1927;['Withernsea', ', ', 'East Riding of Yorkshire', ', England'];https://en.wikipedia.org/wiki/Kay_Kendall
Ben Whishaw;False;14/10/1980;['Clifton, Bedfordshire', ', England'];https://en.wikipedia.org/wiki/Ben_Whishaw
Jacques Sernas;False;30/7/1925;['Kaunas', ', Lithuania'];https://en.wikipedia.org/wiki/Jacques_Sernas
Taina Elg;True;9/3/1930;['Helsinki, Finland', ',', '[1]'];https://en.wikipedia.org/wiki/Taina_Elg
Nadia Gray;True;23/11/1923;['Bucharest, Romania'];https://en.wikipedia.org/wiki/Nadia_Gray
Gloria Holden;True;5/9/1903;['London', ', UK'];https://en.wikipedia.org/wiki/Gloria_Holden
Arliss Howard;False;18/10/1954;['Independence', ', ', 'Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Arliss_Howard
Tom Pelphrey;False;28/7/1982;['Howell, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Tom_Pelphrey
Kirsten Dunst;True;30/4/1982;['Point Pleasant, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Kirsten_Dunst
Emma Thompson;True;15/4/1959;['London, England'];https://en.wikipedia.org/wiki/Emma_Thompson
Benedict Cumberbatch;False;19/7/1976;['Hammersmith', ', London, England'];https://en.wikipedia.org/wiki/Benedict_Cumberbatch
Mel Ferrer;False;25/8/1917;['Elberon, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Mel_Ferrer
Paul Douglas (actor);False;11/4/1907;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Douglas_(actor)
Jeffrey Lynn;False;;['Auburn, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Jeffrey_Lynn
Tom Burke (actor);False;30/6/1981;['London', ', England'];https://en.wikipedia.org/wiki/Tom_Burke_(actor)
Zsa Zsa Gabor;True;6/2/1917;['Budapest', ', ', 'Austria-Hungary'];https://en.wikipedia.org/wiki/Zsa_Zsa_Gabor
Jon Whiteley;False;19/2/1945;['Monymusk', ', ', 'Scotland'];https://en.wikipedia.org/wiki/Jon_Whiteley
Vincent Winter;False;29/12/1947;['Aberdeen', ', ', 'Aberdeenshire', ', Scotland'];https://en.wikipedia.org/wiki/Vincent_Winter
Emma Stone;True;6/11/1988;['Scottsdale, Arizona', ', U.S.'];https://en.wikipedia.org/wiki/Emma_Stone
Duncan Macrae (actor);False;20/8/1905;['Maryhill', ', ', 'Glasgow', ', ', 'Lanarkshire', ', Scotland'];https://en.wikipedia.org/wiki/Duncan_Macrae_(actor)
Stanley Adams (actor);False;7/4/1915;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Stanley_Adams_(actor)
Stephen McKinley Henderson;False;31/8/1949;['Kansas City, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Stephen_McKinley_Henderson
Jamie Dornan;False;1/5/1982;['Holywood', ', ', 'County Down', ', Northern Ireland'];https://en.wikipedia.org/wiki/Jamie_Dornan
David Alvarez (actor);False;11/5/1994;['Montreal', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/David_Alvarez_(actor)
Frances Dee;True;26/11/1909;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Frances_Dee
Lashana Lynch;True;27/11/1987;['London', ', England'];https://en.wikipedia.org/wiki/Lashana_Lynch
Jean Parker;True;11/8/1915;['Deer Lodge', ', ', 'Montana', ', U.S.'];https://en.wikipedia.org/wiki/Jean_Parker
Margaret O'Brien;True;15/1/1937;['San Diego, California', ', U.S.'];https://en.wikipedia.org/wiki/Margaret_O%27Brien
Edna May Oliver;True;1883-11-09;['Malden, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Edna_May_Oliver
袁子芸;NA;21/9/1990;[];https://zh.wikipedia.org/wiki/%E8%A2%81%E5%AD%90%E8%8A%B8
Douglass Montgomery;False;29/10/1909;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Douglass_Montgomery
Janet Leigh;True;6/7/1927;['Merced, California', ', U.S.'];https://en.wikipedia.org/wiki/Janet_Leigh
Dave Bautista;False;18/1/1969;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Dave_Bautista
Judi Dench;True;9/12/1934;['Heworth, York', ', England'];https://en.wikipedia.org/wiki/Judi_Dench
Henry Stephenson;False;1871-04-16;['Grenada', ', ', 'British West Indies'];https://en.wikipedia.org/wiki/Henry_Stephenson
Rossano Brazzi;False;;['Bologna', ', ', 'Kingdom of Italy'];https://en.wikipedia.org/wiki/Rossano_Brazzi
Alan Kim;False;23/4/2012;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Alan_Kim
Han Ye-ri;True;23/12/1984;['Jecheon', ', ', 'North Chungcheong Province', ', South Korea'];https://en.wikipedia.org/wiki/Han_Ye-ri
Youn Yuh-jung;True;19/6/1947;['Kaesong', ', ', 'Gyeonggi', ', ', 'Korea', ' ', '(now Kaesong, ', 'North Hwanghae', ', ', 'North Korea', ')'];https://en.wikipedia.org/wiki/Youn_Yuh-jung
Guy Standing (actor);False;1873-09-01;['London', ', England'];https://en.wikipedia.org/wiki/Guy_Standing_(actor)
Will Patton;False;14/6/1954;['Charleston, South Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Will_Patton
Steven Yeun;False;21/12/1983;['Seoul', ', South Korea'];https://en.wikipedia.org/wiki/Steven_Yeun
Daws Butler;False;16/11/1916;['Toledo, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Daws_Butler
Jim Backus;False;25/2/1913;['Cleveland', ', ', 'Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Jim_Backus
LaKeith Stanfield;False;12/8/1991;['San Bernardino', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/LaKeith_Stanfield
Caitríona Balfe;True;4/10/1979;['Dublin', ', Ireland'];https://en.wikipedia.org/wiki/Caitr%C3%ADona_Balfe
Ariana DeBose;True;25/1/1991;['Wilmington, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Ariana_DeBose
Ansel Elgort;False;14/3/1994;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Ansel_Elgort
Cameron Mitchell (actor);False;4/11/1918;['Dallastown, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Cameron_Mitchell_(actor)
Curd Jürgens;False;13/12/1915;['Solln', ', ', 'Kingdom of Bavaria', ', ', 'German Empire'];https://en.wikipedia.org/wiki/Curd_J%C3%BCrgens
Dominique Fishback;True;22/3/1991;['New York City, U.S.'];https://en.wikipedia.org/wiki/Dominique_Fishback
Ana de Armas;True;30/4/1988;['Havana', ', Cuba'];https://en.wikipedia.org/wiki/Ana_de_Armas
Lusia Harris;True;10/2/1955;[];https://en.wikipedia.org/wiki/Lusia_Harris
Richard Todd;False;11/6/1919;['Dublin', ', ', 'Ireland'];https://en.wikipedia.org/wiki/Richard_Todd
James Donald;False;18/5/1917;['Aberdeen', ', ', 'Scotland'];https://en.wikipedia.org/wiki/James_Donald
Betsy Blair;True;11/12/1923;['Cliffside Park, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Betsy_Blair
Christopher Olsen (actor);False;;['Los Angeles, California', ', U.S.A'];https://en.wikipedia.org/wiki/Christopher_Olsen_(actor)
Brenda de Banzie;True;28/7/1909;['Manchester', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Brenda_de_Banzie
Anne-Marie Blanc;True;;[];https://en.wikipedia.org/wiki/Anne-Marie_Blanc
Heinrich Gretler;False;1897-10-01;['Zurich', ', ', 'Switzerland'];https://en.wikipedia.org/wiki/Heinrich_Gretler
Daniel Gélin;False;19/5/1921;['Angers', ', ', 'Maine-et-Loire', ', France'];https://en.wikipedia.org/wiki/Daniel_G%C3%A9lin
Joe Mantell;False;21/12/1915;['Brooklyn, New York', ', U.S.'];https://en.wikipedia.org/wiki/Joe_Mantell
Armin Schweizer;False;;[];https://en.wikipedia.org/wiki/Armin_Schweizer
Irina Demick;True;16/10/1936;['Pommeuse', ', ', 'Seine-et-Marne', ', France'];https://en.wikipedia.org/wiki/Irina_Demick
Frank Sutton;False;23/10/1923;['Clarksville, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Frank_Sutton
Reggie Nalder;False;4/9/1907;['Vienna, Austria'];https://en.wikipedia.org/wiki/Reggie_Nalder
Karen Steele;True;20/3/1931;['Honolulu', ', ', 'Territory of Hawaii', ', U.S.'];https://en.wikipedia.org/wiki/Karen_Steele
Mathilde Danegger;True;2/8/1903;['Vienna', ', ', 'Austria-Hungary'];https://en.wikipedia.org/wiki/Mathilde_Danegger
Jerry Paris;False;25/7/1925;['San Francisco', ', California, U.S.'];https://en.wikipedia.org/wiki/Jerry_Paris
Dick Van Dyke;False;13/12/1925;['West Plains, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Dick_Van_Dyke
Kenneth More;False;20/9/1914;['Gerrards Cross', ', ', 'Buckinghamshire', ', England'];https://en.wikipedia.org/wiki/Kenneth_More
Jean Muir (actress);True;13/2/1911;['Suffern, New York', ', U.S.'];https://en.wikipedia.org/wiki/Jean_Muir_(actress)
Hermione Baddeley;True;13/11/1906;['Broseley', ', ', 'Shropshire', ', England'];https://en.wikipedia.org/wiki/Hermione_Baddeley
Robert Armstrong (actor);False;1890-11-20;['Saginaw, Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Armstrong_(actor)
Jeanette MacDonald;True;18/6/1903;['Philadelphia', ', ', 'Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Jeanette_MacDonald
Ross Alexander;False;27/7/1907;['Brooklyn', ', New York, U.S.'];https://en.wikipedia.org/wiki/Ross_Alexander
Jack Carson;False;27/10/1910;['Carman, Manitoba', ', Canada'];https://en.wikipedia.org/wiki/Jack_Carson
Karen Dotrice;True;9/11/1955;['Guernsey', ', ', 'Channel Islands'];https://en.wikipedia.org/wiki/Karen_Dotrice
Matthew Garber;False;25/3/1956;['Stepney, London', ', England'];https://en.wikipedia.org/wiki/Matthew_Garber
Douglas Fowley;False;30/5/1911;['The Bronx', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Douglas_Fowley
Zachary Scott;False;21/2/1914;['Austin, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Zachary_Scott
Marie Dressler;True;1868-11-09;['Cobourg, Ontario', ', Canada'];https://en.wikipedia.org/wiki/Marie_Dressler
Elsa Lanchester;True;28/10/1902;['Lewisham', ', London, England'];https://en.wikipedia.org/wiki/Elsa_Lanchester
Joe E. Brown;False;1891-07-28;['Holgate, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Joe_E._Brown_(comedian)
Eve Arden;True;30/4/1908;['Mill Valley, California', ', U.S.'];https://en.wikipedia.org/wiki/Eve_Arden
Patty Duke;True;14/12/1946;['New York City, U.S.'];https://en.wikipedia.org/wiki/Patty_Duke
Arthur Treacher;False;1894-07-23;['Brighton', ', ', 'East Sussex', ', England'];https://en.wikipedia.org/wiki/Arthur_Treacher
Edmund Gwenn;False;1877-09-26;['Wandsworth', ', ', 'London', ', England', '[1]'];https://en.wikipedia.org/wiki/Edmund_Gwenn
Reginald Owen;False;1887-08-05;['Wheathampstead', ', ', 'Hertfordshire', ', England'];https://en.wikipedia.org/wiki/Reginald_Owen
Victor Jory;False;23/11/1902;['Dawson City', ', ', 'Yukon', ', Canada'];https://en.wikipedia.org/wiki/Victor_Jory
Ann Blyth;True;16/8/1928;['Mount Kisco, New York', ', U.S.'];https://en.wikipedia.org/wiki/Ann_Blyth
Anita Louise;True;9/1/1915;['New York City, U.S.'];https://en.wikipedia.org/wiki/Anita_Louise
Bruce Bennett;False;19/5/1906;['Tacoma, Washington', ', U.S.'];https://en.wikipedia.org/wiki/Bruce_Bennett
Aimé Clariond;False;1894-05-10;['Périgueux', ', France'];https://en.wikipedia.org/wiki/Aim%C3%A9_Clariond
Pierre Fresnay;False;1897-04-04;['Paris', ', ', 'France'];https://en.wikipedia.org/wiki/Pierre_Fresnay
Ian Hunter (actor);False;13/6/1900;['Cape Town', ', ', 'British Cape Colony'];https://en.wikipedia.org/wiki/Ian_Hunter_(actor)
Douglas Fairbanks Jr.;False;9/12/1909;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Douglas_Fairbanks_Jr.
Jean Arthur;True;17/10/1900;['Plattsburgh, New York', ', U.S.'];https://en.wikipedia.org/wiki/Jean_Arthur
William Frawley;False;1887-02-26;['Burlington, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/William_Frawley
Charles Coburn;False;1877-06-19;['Macon', ', ', 'Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Charles_Coburn
Philip Tonge;False;1897-04-26;['Hampstead', ', ', 'London', ', ', 'England', ', ', 'United Kingdom'];https://en.wikipedia.org/wiki/Philip_Tonge
Konstantin Rokossovsky;False;1896-12-21;[];https://en.wikipedia.org/wiki/Konstantin_Rokossovsky
Dan Dailey;False;14/12/1915;['New York City, U.S.'];https://en.wikipedia.org/wiki/Dan_Dailey
Georgy Zhukov;False;1896-12-01;[];https://en.wikipedia.org/wiki/Georgy_Zhukov
Betty Grable;True;18/12/1916;['St. Louis', ', Missouri, U.S.'];https://en.wikipedia.org/wiki/Betty_Grable
Mona Freeman;True;9/6/1926;['Baltimore, Maryland', ', U.S.'];https://en.wikipedia.org/wiki/Mona_Freeman
Suzanne Flon;True;28/1/1918;['Le Kremlin-Bicêtre', ', France'];https://en.wikipedia.org/wiki/Suzanne_Flon
George Bancroft (actor);False;1882-09-30;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/George_Bancroft_(actor)
Howard Morris;False;4/9/1919;['The Bronx', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Howard_Morris
Lionel Stander;False;11/1/1908;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Lionel_Stander
Douglass Dumbrille;False;1889-10-13;['Hamilton, Ontario', ', Canada'];https://en.wikipedia.org/wiki/Douglass_Dumbrille
Oliver Hardy;False;1892-01-18;['Harlem, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Oliver_Hardy
Stan Laurel;False;1890-06-16;['Ulverston', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Stan_Laurel
May Whitty;True;1865-06-19;['Liverpool', ', Lancashire, England, UK'];https://en.wikipedia.org/wiki/Dame_May_Whitty
Guy Kibbee;False;1882-03-06;['El Paso, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Guy_Kibbee
Charles Laughton;False;1899-07-01;['Scarborough', ', ', 'North Riding of Yorkshire', ', England'];https://en.wikipedia.org/wiki/Charles_Laughton
Beulah Bondi;True;1889-05-03;['Chicago, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Beulah_Bondi
Richard Ney;False;12/11/1916;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Ney
Paul Ford;False;2/11/1901;['Baltimore, Maryland', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Paul_Ford
Movita Castaneda;True;12/4/1916;['Nogales, Arizona', ', U.S.'];https://en.wikipedia.org/wiki/Movita_Castaneda
Mamo Clark;True;6/12/1914;['Honolulu', ', ', 'Hawaii', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Mamo_Clark
Wilfrid Hyde-White;False;;['Bourton-on-the-Water', ', ', 'Gloucestershire', ', England'];https://en.wikipedia.org/wiki/Wilfrid_Hyde-White
Victor Mature;False;29/1/1913;['Louisville, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Victor_Mature
Howard Duff;False;24/11/1913;['Charleston, Washington', ', U.S.'];https://en.wikipedia.org/wiki/Howard_Duff
Gladys Cooper;True;1888-12-18;['Hither Green', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Gladys_Cooper
Carole Landis;True;1/1/1919;['Fairchild, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/Carole_Landis
Jeremy Brett;False;3/11/1933;['Berkswell', ', ', 'Warwickshire', ', England'];https://en.wikipedia.org/wiki/Jeremy_Brett
Dorothy Hart;True;4/4/1922;['Cleveland, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Dorothy_Hart
Don Taylor (American filmmaker);False;13/12/1920;['Freeport, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Don_Taylor_(actor)
Nelson Eddy;False;29/6/1901;['Providence, Rhode Island', ', U.S.'];https://en.wikipedia.org/wiki/Nelson_Eddy
Grant Munro (filmmaker);False;25/4/1923;['Winnipeg', ', ', 'Manitoba', ', Canada'];https://en.wikipedia.org/wiki/Grant_Munro_(filmmaker)
Esther Williams;True;8/8/1921;['Inglewood, California', ', U.S.'];https://en.wikipedia.org/wiki/Esther_Williams
Melina Mercouri;True;18/10/1920;[];https://en.wikipedia.org/wiki/Melina_Mercouri
Terry Kilburn;False;25/11/1926;['West Ham', ', ', 'Essex', ', England', '[2]'];https://en.wikipedia.org/wiki/Terry_Kilburn
Giorgos Fountas;False;;['Mavrolithari', ', ', 'Phocis', ', Greece'];https://en.wikipedia.org/wiki/Giorgos_Fountas
Red Skelton;False;18/7/1913;['Vincennes, Indiana', ', U.S.'];https://en.wikipedia.org/wiki/Red_Skelton
Betty Garrett;True;23/5/1919;['St. Joseph, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Betty_Garrett
François Périer;False;10/11/1919;['Paris', ', France'];https://en.wikipedia.org/wiki/Fran%C3%A7ois_P%C3%A9rier
Jean-Paul Ladouceur;NA;;[];https://fr.wikipedia.org/wiki/Jean-Paul_Ladouceur
Sue Lyon;True;10/7/1946;['Davenport, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/Sue_Lyon
Little Rock Nine;False;;[];https://en.wikipedia.org/wiki/Little_Rock_Nine
Franca Marzi;True;18/8/1926;['Rome', ', Italy'];https://en.wikipedia.org/wiki/Franca_Marzi
Dorian Gray (actress);True;2/2/1928;['Bolzano', ', Italy'];https://en.wikipedia.org/wiki/Dorian_Gray_(actress)
Amedeo Nazzari;False;10/12/1907;['Cagliari', ', Italy'];https://en.wikipedia.org/wiki/Amedeo_Nazzari
Madeleine Carroll;True;26/2/1906;['West Bromwich', ', Staffordshire, England'];https://en.wikipedia.org/wiki/Madeleine_Carroll
Paulette Goddard;True;3/6/1910;['New York City, New York', ', U.S.'];https://en.wikipedia.org/wiki/Paulette_Goddard
June Duprez;True;14/5/1918;['Teddington', ', ', 'Middlesex', ', England'];https://en.wikipedia.org/wiki/June_Duprez
Roger Jacquet;NA;;[];https://fr.wikipedia.org/wiki/Roger_Jacquet
Jane Wyatt;True;12/8/1910;['Franklin Lakes, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Jane_Wyatt
Eddy Chandler;False;1894-03-12;['Wilton Junction, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/Eddy_Chandler
Gordon MacRae;False;12/3/1921;['East Orange, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Gordon_MacRae
Dan Duryea;False;23/1/1907;['White Plains, New York', ', U.S.'];https://en.wikipedia.org/wiki/Dan_Duryea
Gene Nelson;False;24/3/1920;['Astoria, Oregon', ', U.S.'];https://en.wikipedia.org/wiki/Gene_Nelson
Charlotte Greenwood;True;1890-06-25;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Charlotte_Greenwood
Deanna Durbin;True;4/12/1921;['Winnipeg', ', Manitoba, Canada'];https://en.wikipedia.org/wiki/Deanna_Durbin
Jules Munshin;False;22/2/1915;['New York City', ', New York, U.S.'];https://en.wikipedia.org/wiki/Jules_Munshin
Pat Henning;False;;[];https://en.wikipedia.org/wiki/Pat_Henning
Grace Moore;True;;[];https://en.wikipedia.org/wiki/Grace_Moore
